game,overall_score,rating,tier,wave,lane,primary_risk,sprint1,sprint2,sprint3,acceptance1,acceptance2,acceptance3,acceptance4,fn_count,max_fn_lines,max_fn_file,test_files,doctest_blocks,has_readme,has_arch,doc_fn_ratio
street_basketball_duel_2026,38,Needs Attention,T0-Critical,Wave-1,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`street_basketball_duel_2026/main.mbt` ~995 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,14,995,street_basketball_duel_2026/main.mbt,0,0,True,False,1.000
rhythm_street_beats_2026,38,Needs Attention,T0-Critical,Wave-1,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rhythm_street_beats_2026/main.mbt` ~961 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,13,961,rhythm_street_beats_2026/main.mbt,0,0,True,False,1.000
orbital_shield_command_2026,38,Needs Attention,T0-Critical,Wave-1,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`orbital_shield_command_2026/main.mbt` ~660 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,16,660,orbital_shield_command_2026/main.mbt,0,0,True,False,1.000
text_draw_3d,39,Needs Attention,T0-Critical,Wave-1,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`text_draw_3d/main.mbt` ~519 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,7,519,text_draw_3d/main.mbt,0,0,True,False,1.000
rush_hour_escape_2026,39,Needs Attention,T0-Critical,Wave-1,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rush_hour_escape_2026/main.mbt` ~451 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,12,451,rush_hour_escape_2026/main.mbt,0,0,True,False,1.000
fishing_tycoon_2026,39,Needs Attention,T0-Critical,Wave-1,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`fishing_tycoon_2026/main.mbt` ~302 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,5,302,fishing_tycoon_2026/main.mbt,0,0,True,False,1.000
core_input_gamepad,39,Needs Attention,T0-Critical,Wave-1,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_input_gamepad/main.mbt` ~289 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,289,core_input_gamepad/main.mbt,0,0,True,False,1.000
rts_skirmish_2026,39,Needs Attention,T0-Critical,Wave-1,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rts_skirmish_2026/main.mbt` ~286 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,4,286,rts_skirmish_2026/main.mbt,0,0,True,False,1.000
textures_mouse_painting,39,Needs Attention,T0-Critical,Wave-1,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`textures_mouse_painting/main.mbt` ~268 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,268,textures_mouse_painting/main.mbt,0,0,True,False,1.000
tower_defense_frontier_2026,39,Needs Attention,T0-Critical,Wave-1,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`tower_defense_frontier_2026/main.mbt` ~258 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,3,258,tower_defense_frontier_2026/main.mbt,0,0,True,False,1.000
core_3d_camera_first_person,39,Needs Attention,T0-Critical,Wave-1,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_3d_camera_first_person/main.mbt` ~251 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,251,core_3d_camera_first_person/main.mbt,0,0,True,False,1.000
text_rectangle_bounds,39,Needs Attention,T0-Critical,Wave-1,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`text_rectangle_bounds/main.mbt` ~165 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,3,165,text_rectangle_bounds/main.mbt,0,0,True,False,1.000
orbital_salvage_ops_2026,40,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`orbital_salvage_ops_2026/main.mbt` ~2057 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,22,2057,orbital_salvage_ops_2026/main.mbt,0,0,True,False,1.000
arcade_hacker_infiltration_2026,40,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`arcade_hacker_infiltration_2026/main.mbt` ~1578 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,26,1578,arcade_hacker_infiltration_2026/main.mbt,0,0,True,False,1.000
temple_relic_run_2026,40,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`temple_relic_run_2026/main.mbt` ~1532 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,19,1532,temple_relic_run_2026/main.mbt,0,0,True,False,1.000
zombie_safehouse_siege_2026,40,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`zombie_safehouse_siege_2026/main.mbt` ~1516 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,16,1516,zombie_safehouse_siege_2026/main.mbt,0,0,True,False,1.000
grappling_tower_climb_2026,40,Needs Attention,T1-High,Wave-2,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`grappling_tower_climb_2026/main.mbt` ~1404 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,18,1404,grappling_tower_climb_2026/main.mbt,0,0,True,False,1.000
jetpack_cavern_rush_2026,40,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`jetpack_cavern_rush_2026/main.mbt` ~1186 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,15,1186,jetpack_cavern_rush_2026/main.mbt,0,0,True,False,1.000
glacier_rescue_2026,40,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`glacier_rescue_2026/main.mbt` ~1166 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,14,1166,glacier_rescue_2026/main.mbt,0,0,True,False,1.000
neon_subway_sprint_2026,40,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`neon_subway_sprint_2026/main.mbt` ~1147 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,19,1147,neon_subway_sprint_2026/main.mbt,0,0,True,False,1.000
drift_police_chase_2026,40,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`drift_police_chase_2026/main.mbt` ~1073 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,13,1073,drift_police_chase_2026/main.mbt,0,0,True,False,1.000
harbor_smuggler_run_2026,40,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`harbor_smuggler_run_2026/main.mbt` ~1024 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,13,1024,harbor_smuggler_run_2026/main.mbt,0,0,True,False,1.000
monsoon_bridge_rescue_2026,40,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`monsoon_bridge_rescue_2026/main.mbt` ~764 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,51,764,monsoon_bridge_rescue_2026/main.mbt,0,0,True,False,0.941
drone_show_director_2026,40,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`drone_show_director_2026/main.mbt` ~713 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,46,713,drone_show_director_2026/main.mbt,0,0,True,False,0.913
cyber_firewall_breach_2026,40,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`cyber_firewall_breach_2026/main.mbt` ~682 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,16,682,cyber_firewall_breach_2026/main.mbt,0,0,True,False,1.000
magnet_maze_2026,40,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`magnet_maze_2026/main.mbt` ~481 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,17,481,magnet_maze_2026/main.mbt,0,0,True,False,1.000
shaders_deferred_render,40,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_deferred_render/main.mbt` ~463 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,6,463,shaders_deferred_render/main.mbt,0,0,True,False,1.000
shaders_basic_pbr,40,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_basic_pbr/main.mbt` ~420 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,9,420,shaders_basic_pbr/main.mbt,0,0,True,False,1.000
river_raid_2026,40,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`river_raid_2026/main.mbt` ~404 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,404,river_raid_2026/main.mbt,0,0,True,False,1.000
mech_arena_duel_2026,40,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`mech_arena_duel_2026/main.mbt` ~354 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,5,354,mech_arena_duel_2026/main.mbt,0,0,True,False,1.000
deep_sea_salvage_2026,40,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`deep_sea_salvage_2026/main.mbt` ~350 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,5,350,deep_sea_salvage_2026/main.mbt,0,0,True,False,1.000
train_dispatch_2026,40,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`train_dispatch_2026/main.mbt` ~350 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,350,train_dispatch_2026/main.mbt,0,0,True,False,1.000
drone_delivery_2026,40,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`drone_delivery_2026/main.mbt` ~348 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,5,348,drone_delivery_2026/main.mbt,0,0,True,False,1.000
submarine_hunter_2026,40,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`submarine_hunter_2026/main.mbt` ~336 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,6,336,submarine_hunter_2026/main.mbt,0,0,True,False,1.000
hospital_triage_2026,40,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`hospital_triage_2026/main.mbt` ~330 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,330,hospital_triage_2026/main.mbt,0,0,True,False,1.000
bomber_grid_2026,40,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`bomber_grid_2026/main.mbt` ~258 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,258,bomber_grid_2026/main.mbt,0,0,True,False,1.000
shapes_draw_ring,40,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shapes_draw_ring/main.mbt` ~249 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,249,shapes_draw_ring/main.mbt,0,0,True,False,1.000
shapes_splines_drawing,40,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shapes_splines_drawing/main.mbt` ~246 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,246,shapes_splines_drawing/main.mbt,0,0,True,False,1.000
textures_draw_tiled,40,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`textures_draw_tiled/main.mbt` ~232 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,3,232,textures_draw_tiled/main.mbt,0,0,True,False,1.000
shapes_draw_rectangle_rounded,40,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shapes_draw_rectangle_rounded/main.mbt` ~210 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,210,shapes_draw_rectangle_rounded/main.mbt,0,0,True,False,1.000
textures_fog_of_war,40,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`textures_fog_of_war/main.mbt` ~184 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,184,textures_fog_of_war/main.mbt,0,0,True,False,1.000
shapes_logo_raylib_anim,40,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shapes_logo_raylib_anim/main.mbt` ~182 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,182,shapes_logo_raylib_anim/main.mbt,0,0,True,False,1.000
shapes_draw_circle_sector,40,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shapes_draw_circle_sector/main.mbt` ~173 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,173,shapes_draw_circle_sector/main.mbt,0,0,True,False,1.000
core_2d_camera_mouse_zoom,40,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_2d_camera_mouse_zoom/main.mbt` ~167 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,167,core_2d_camera_mouse_zoom/main.mbt,0,0,True,False,1.000
dice_roguelite_arena_2026,41,Needs Attention,T1-High,Wave-2,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`dice_roguelite_arena_2026/main.mbt` ~861 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,33,861,dice_roguelite_arena_2026/main.mbt,0,0,True,False,0.909
port_logistics_empire_2026,41,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`port_logistics_empire_2026/main.mbt` ~666 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,43,666,port_logistics_empire_2026/main.mbt,0,0,True,False,0.977
battle_kart_arena_2026,41,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`battle_kart_arena_2026/main.mbt` ~657 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,20,657,battle_kart_arena_2026/main.mbt,0,0,True,False,1.000
circuit_grid_operator_2026,41,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`circuit_grid_operator_2026/main.mbt` ~613 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,37,613,circuit_grid_operator_2026/main.mbt,0,0,True,False,0.973
